TransactionTime;Amount;Description;TransactionId
2024-11-01 18:49:36;827.80;Internet Bill;TXN000906
2024-07-24 02:55:49;7039.92;ATM Withdrawal;TXN000907
2024-12-22 05:20:25;5645.48;Online Purchase;TXN000908
2024-11-17 20:44:02;5480.47;Coffee Shop;TXN000909
2024-03-19 12:14:15;5730.72;Electricity Bill;TXN000910
2024-03-04 21:35:50;3287.57;Coffee Shop;TXN000911
2024-06-20 14:15:08;1171.12;Restaurant;TXN000912
2024-10-05 10:09:35;5835.06;ATM Withdrawal;TXN000913
2024-12-15 02:15:21;5108.14;Supermarket;TXN000914
2024-01-22 14:33:47;4539.34;Coffee Shop;TXN000915
2024-06-10 08:02:15;4572.96;Online Purchase;TXN000916
2024-08-05 00:22:02;4628.70;Supermarket;TXN000917
2024-04-29 16:20:54;7234.84;Medical Aid;TXN000918
2024-04-08 19:42:47;8165.55;Bakery;TXN000919
2024-03-25 14:59:14;5786.75;Online Purchase;TXN000920
2024-06-13 13:08:45;3451.50;ATM Withdrawal;TXN000921
2024-07-29 04:00:33;9940.30;ATM Withdrawal;TXN000922
2024-12-28 15:25:08;4725.52;Clothing Store;TXN000923
2024-06-07 18:54:57;1807.83;Electricity Bill;TXN000924
2024-10-24 10:01:52;6418.19;Bakery;TXN000925
2024-09-07 20:02:43;9637.22;Rent Payment;TXN000926
2024-12-12 03:49:52;3830.59;Bank Charges;TXN000927
2024-12-22 04:07:55;9067.70;Medical Aid;TXN000928
2024-02-01 03:59:02;6829.79;Streaming Service;TXN000929
2024-12-05 15:25:53;5397.07;Gym Membership;TXN000930
2024-11-30 02:27:07;3483.87;Water Bill;TXN000931
2024-07-27 15:36:43;3936.26;Electricity Bill;TXN000932
2024-10-09 16:07:46;9786.48;Department Store;TXN000933
2024-01-02 08:22:24;7563.48;Clothing Store;TXN000934
2024-06-28 19:30:32;6737.59;Bookstore;TXN000935
2024-06-13 17:09:35;5323.48;Department Store;TXN000936
2024-03-30 04:37:27;2482.40;Rent Payment;TXN000937
2024-03-01 05:50:09;2763.47;Bakery;TXN000938
2024-10-24 06:52:59;1137.21;Supermarket;TXN000939
2024-09-13 09:29:18;4197.79;Butcher;TXN000940
2024-12-29 14:22:11;8837.84;Grocery Store;TXN000941
2024-04-03 11:10:20;2068.55;Salary Deposit;TXN000942
2024-08-18 15:57:38;345.39;Garden Centre;TXN000943
2024-09-17 23:42:51;7035.13;Online Purchase;TXN000944
2024-04-05 01:05:15;7407.26;Medical Aid;TXN000945
2024-06-19 11:25:47;2350.82;Restaurant;TXN000946
2024-10-19 23:23:03;8637.80;Online Purchase;TXN000947
2024-02-24 10:09:29;5043.42;Clothing Store;TXN000948
2024-03-31 22:32:36;8158.89;Bakery;TXN000949
2024-08-11 17:44:15;3195.53;Garden Centre
2024-10-27 00:34:40;6727.92;Insurance Premium;TXN000951
2024-04-02 00:06:20;3024.32;Electricity Bill;TXN000952
2024-09-13 09:37:32;5216.78;School Fees;TXN000953
2024-04-26 16:52:18;2758.51;Bookstore;TXN000954
2024-08-17 18:44:14;8797.46;Water Bill;TXN000955
2024-08-31 02:40:44;6790.03;Bookstore;TXN000956
2024-07-11 11:31:14;478.33;Rent Payment;TXN000957
2024-09-06 20:08:25;6716.04;Supermarket;TXN000958
2024-07-22 16:21:00;3193.84;School Fees;TXN000959
2024-06-07 13:15:04;1500.53;Medical Aid;TXN000960
2024-03-12 09:52:34;7545.86;Cell Phone Contract;TXN000961
2024-04-03 13:59:10;8494.07;Clothing Store;TXN000962
2024-11-29 00:51:49;7077.98;Supermarket;TXN000963
2024-06-28 19:42:26;9147.35;Bookstore;TXN000964
2024-06-09 06:25:58;9677.22;Bookstore;TXN000965
2024-07-24 19:52:54;1349.45;Petrol Station;TXN000966
2024-04-09 00:43:54;2041.13;Gym Membership;TXN000967
2024-01-31 16:59:23;9222.12;Bank Charges;TXN000968
2024-05-24 02:41:34;933.62;Bakery;TXN000969
2024-11-18 02:37:36;1912.72;Pharmacy;TXN000970
2024-05-26 11:27:37;6739.31;Garden Centre;TXN000971
2024-01-16 08:36:35;8736.59;Restaurant;TXN000972
2024-11-08 11:53:14;7618.59;Bakery;TXN000973
2024-09-17 18:22:20;5592.36;Cell Phone Contract;TXN000974
2024-03-22 02:59:14;8695.17;Insurance Premium;TXN000975
2024-04-27 17:55:01;9569.67;Grocery Store;TXN000976
2024-03-23 06:11:29;9371.29;Bakery;TXN000977
2024-02-15 13:27:58;7470.58;Butcher;TXN000978
2024-07-04 23:51:57;9144.35;Fast Food;TXN000979
2024-08-22 17:25:50;7039.94;Medical Aid;TXN000980
2024-12-21 09:35:48;2400.68;Insurance Premium;TXN000981
2024-10-28 04:18:47;2837.48;Internet Bill;TXN000982
2024-07-26 05:58:46;6490.08;Clothing Store;TXN000983
2024-04-11 13:55:51;3602.49;Cell Phone Contract;TXN000984
2024-06-29 23:28:21;995.00;Bakery;TXN000985
2024-07-01 07:58:04;7617.91;Insurance Premium;TXN000986
2024-12-21 02:10:40;2039.04;Insurance Premium;TXN000987
2024-06-09 18:06:31;466.65;Bank Charges;TXN000988
2024-03-26 22:25:26;7414.37;Grocery Store;TXN000989
2024-04-11 06:35:27;5537.03;Hardware Store;TXN000990
2024-08-12 22:00:11;7202.20;Clothing Store;TXN000991
2024-02-29 04:34:38;1969.76;Petrol Station;TXN000992
2024-05-27 12:21:47;5701.63;Petrol Station;TXN000993
2024-07-12 21:49:37;5510.37;Streaming Service;TXN000994
2024-05-11 02:19:37;2580.44;Department Store;TXN000995
2024-07-08 18:16:43;9664.45;Gym Membership;TXN000996
2024-10-14 05:30:59;4910.56;Water Bill;TXN000997
2024-10-11 13:55:56;7951.01;Water Bill;TXN000998
2024-02-24 08:30:28;7205.21;Cell Phone Contract;TXN000999
2024-03-12 11:26:58;9168.91;Bookstore;TXN001000
